id,servicio,fecha,usuario,calificacion
3596,2354,54:37.8,179,4
3597,2961,54:37.8,179,4
3598,3052,54:37.8,179,4
3599,3727,54:37.8,179,1
3600,2726,54:37.8,180,5
3601,5605,54:37.8,180,2
3602,5207,54:37.8,180,3
3603,2497,54:37.8,180,3
3604,1025,54:37.8,180,1
3605,1630,54:37.8,180,4
3606,3175,54:37.8,180,4
3607,2210,54:37.8,180,2
3608,1921,54:37.8,180,2
3609,5732,54:37.8,180,1
3610,3358,54:37.8,180,5
3611,3518,54:37.8,180,3
3612,1990,54:37.8,180,4
3613,2785,54:37.8,180,4
3614,1803,54:37.8,180,1
3615,3032,54:37.8,180,1
3616,4331,54:37.8,180,3
3617,2312,54:37.8,180,4
3618,3553,54:37.8,180,5
3619,881,54:37.8,180,3
3620,81,54:37.8,181,2
3621,2826,54:37.8,181,4
3622,142,54:37.8,181,1
3623,4993,54:37.8,181,1
3624,5550,54:37.8,181,2
3625,4531,54:37.8,181,4
3626,872,54:37.8,181,5
3627,794,54:37.8,181,5
3628,2933,54:37.8,181,5
3629,1189,54:37.8,181,4
3630,3874,54:37.8,181,4
3631,5009,54:37.8,181,2
3632,2275,54:37.8,181,2
3633,3469,54:37.8,181,1
3634,1902,54:37.8,181,5
3635,1362,54:37.8,181,2
3636,33,54:37.8,181,3
3637,2832,54:37.8,181,5
3638,1835,54:37.8,181,1
3639,4812,54:37.8,181,1
3640,3982,54:37.8,182,2
3641,645,54:37.8,182,2
3642,532,54:37.8,182,4
3643,2980,54:37.8,182,5
3644,4966,54:37.8,182,3
3645,2138,54:37.8,182,2
3646,5643,54:37.8,182,2
3647,2647,54:37.8,182,2
3648,4987,54:37.8,182,1
3649,2107,54:37.8,182,1
3650,1418,54:37.8,182,2
3651,5567,54:37.8,182,1
3652,3724,54:37.8,182,1
3653,1662,54:37.8,182,3
3654,734,54:37.8,182,5
3655,1866,54:37.8,182,1
3656,5253,54:37.8,182,1
3657,5753,54:37.8,182,2
3658,2179,54:37.8,182,1
3659,1779,54:37.8,182,2
3660,671,54:37.8,183,3
3661,1900,54:37.8,183,3
3662,3593,54:37.8,183,5
3663,1084,54:37.8,183,3
3664,4722,54:37.8,183,3
3665,2704,54:37.8,183,3
3666,1899,54:37.8,183,4
3667,595,54:37.8,183,1
3668,5563,54:37.8,183,1
3669,5089,54:37.8,183,2
3670,2446,54:37.8,183,4
3671,4519,54:37.8,183,3
3672,234,54:37.8,183,1
3673,1253,54:37.8,183,5
3674,1089,54:37.8,183,2
3675,735,54:37.8,183,3
3676,4075,54:37.8,183,4
3677,511,54:37.8,183,3
3678,3933,54:37.8,183,4
3679,5636,54:37.8,183,4
3680,3862,54:37.8,184,5
3681,1887,54:37.8,184,3
3682,5248,54:37.8,184,1
3683,1051,54:37.8,184,1
3684,3480,54:37.8,184,5
3685,1678,54:37.8,184,2
3686,2514,54:37.8,184,5
3687,1161,54:37.8,184,2
3688,314,54:37.8,184,1
3689,5174,54:37.8,184,1
3690,1682,54:37.8,184,4
3691,2290,54:37.8,184,2
3692,2846,54:37.8,184,1
3693,1925,54:37.8,184,5
3694,2685,54:37.8,184,3
3695,2876,54:37.8,184,4
3696,366,54:37.8,184,2
3697,4758,54:37.8,184,4
3698,1525,54:37.8,184,2
3699,3956,54:37.8,184,3
3700,1818,54:37.8,185,3
3701,943,54:37.8,185,5
3702,5662,54:37.8,185,5
3703,81,54:37.8,185,2
3704,3488,54:37.8,185,4
3705,583,54:37.8,185,2
3706,4531,54:37.8,185,4
3707,5640,54:37.8,185,4
3708,4835,54:37.8,185,1
3709,1634,54:37.8,185,1
3710,2457,54:37.8,185,4
3711,920,54:37.8,185,3
3712,2619,54:37.8,185,4
3713,2583,54:37.8,185,5
3714,1603,54:37.8,185,5
3715,1549,54:37.8,185,5
3716,1772,54:37.8,185,5
3717,5231,54:37.8,185,3
3718,2961,54:37.8,185,5
3719,5375,54:37.8,185,3
3720,5717,54:37.8,186,4
3721,4526,54:37.8,186,3
3722,4759,54:37.8,186,4
3723,3653,54:37.8,186,1
3724,1086,54:37.8,186,1
3725,163,54:37.8,186,1
3726,5713,54:37.8,186,5
3727,4160,54:37.8,186,2
3728,4717,54:37.8,186,5
3729,5496,54:37.8,186,1
3730,4149,54:37.8,186,3
3731,2453,54:37.8,186,3
3732,109,54:37.8,186,1
3733,1698,54:37.8,186,3
3734,562,54:37.8,186,3
3735,1683,54:37.8,186,1
3736,3591,54:37.8,186,3
3737,2920,54:37.8,186,1
3738,5687,54:37.8,186,1
3739,1619,54:37.8,186,5
3740,2984,54:37.8,187,3
3741,3121,54:37.8,187,4
3742,5148,54:37.8,187,1
3743,1251,54:37.9,187,1
3744,5656,54:37.9,187,4
3745,3867,54:37.9,187,5
3746,4111,54:37.9,187,1
3747,5618,54:37.9,187,4
3748,1198,54:37.9,187,2
3749,3647,54:37.9,187,5
3750,5684,54:37.9,187,1
3751,2580,54:37.9,187,3
3752,646,54:37.9,187,3
3753,4133,54:37.9,187,2
3754,4108,54:37.9,187,3
3755,4905,54:37.9,187,4
3756,1885,54:37.9,187,1
3757,5581,54:37.9,187,5
3758,2799,54:37.9,187,4
3759,627,54:37.9,187,4
3760,4028,54:37.9,188,2
3761,4764,54:37.9,188,3
3762,2391,54:37.9,188,5
3763,4844,54:37.9,188,1
3764,5671,54:37.9,188,4
3765,4419,54:37.9,188,3
3766,273,54:37.9,188,5
3767,307,54:37.9,188,3
3768,2938,54:37.9,188,4
3769,35,54:37.9,188,2
3770,2131,54:37.9,188,3
3771,2052,54:37.9,188,1
3772,1946,54:37.9,188,3
3773,865,54:37.9,188,4
3774,4282,54:37.9,188,1
3775,3797,54:37.9,188,3
3776,1548,54:37.9,188,1
3777,1693,54:37.9,188,3
3778,5236,54:37.9,188,3
3779,4883,54:37.9,188,2
3780,3312,54:37.9,189,1
3781,3633,54:37.9,189,5
3782,3187,54:37.9,189,4
3783,3685,54:37.9,189,4
3784,5375,54:37.9,189,1
3785,1775,54:37.9,189,1
3786,1122,54:37.9,189,1
3787,2806,54:37.9,189,4
3788,5721,54:37.9,189,2
3789,5081,54:37.9,189,1
3790,4769,54:37.9,189,3
3791,363,54:37.9,189,1
3792,896,54:37.9,189,4
3793,829,54:37.9,189,5
3794,5116,54:37.9,189,5
3795,1506,54:37.9,189,4
3796,2432,54:37.9,189,1
3797,1570,54:37.9,189,4
3798,3380,54:37.9,189,1
3799,4296,54:37.9,189,1
3800,1980,54:37.9,190,3
3801,3084,54:37.9,190,5
3802,4919,54:37.9,190,1
3803,44,54:37.9,190,2
3804,5326,54:37.9,190,4
3805,1447,54:37.9,190,5
3806,2439,54:37.9,190,2
3807,1923,54:37.9,190,3
3808,1501,54:37.9,190,1
3809,5516,54:37.9,190,5
3810,5081,54:37.9,190,1
3811,4843,54:37.9,190,1
3812,1875,54:37.9,190,4
3813,3772,54:37.9,190,2
3814,4500,54:37.9,190,3
3815,3539,54:37.9,190,2
3816,2571,54:37.9,190,1
3817,5485,54:37.9,190,5
3818,1195,54:37.9,190,2
3819,3457,54:37.9,190,1
3820,4523,54:37.9,191,4
3821,5663,54:37.9,191,3
3822,709,54:37.9,191,4
3823,5777,54:37.9,191,3
3824,3120,54:37.9,191,4
3825,3282,54:37.9,191,1
3826,327,54:37.9,191,5
3827,436,54:37.9,191,3
3828,4535,54:37.9,191,3
3829,3449,54:37.9,191,4
3830,2477,54:37.9,191,5
3831,1956,54:37.9,191,4
3832,3812,54:37.9,191,1
3833,2306,54:37.9,191,2
3834,5712,54:37.9,191,3
3835,4063,54:37.9,191,3
3836,765,54:37.9,191,1
3837,575,54:37.9,191,5
3838,1781,54:37.9,191,5
3839,367,54:37.9,191,3
3840,1645,54:37.9,192,4
3841,3983,54:37.9,192,3
3842,2467,54:37.9,192,3
3843,78,54:37.9,192,3
3844,4643,54:37.9,192,5
3845,1741,54:37.9,192,4
3846,2434,54:37.9,192,1
3847,1705,54:37.9,192,5
3848,1233,54:37.9,192,3
3849,3539,54:37.9,192,4
3850,3421,54:37.9,192,5
3851,163,54:37.9,192,2
3852,1662,54:37.9,192,3
3853,2090,54:37.9,192,2
3854,4377,54:37.9,192,5
3855,1811,54:37.9,192,1
3856,1904,54:37.9,192,4
3857,58,54:37.9,192,5
3858,4854,54:37.9,192,4
3859,4232,54:37.9,192,5
3860,1077,54:37.9,193,3
3861,4154,54:37.9,193,2
3862,1806,54:37.9,193,2
3863,2435,54:37.9,193,2
3864,734,54:37.9,193,5
3865,3300,54:37.9,193,4
3866,3568,54:37.9,193,1
3867,2233,54:37.9,193,3
3868,2760,54:37.9,193,1
3869,5508,54:37.9,193,1
3870,4845,54:37.9,193,1
3871,1812,54:37.9,193,2
3872,2433,54:37.9,193,5
3873,1688,54:37.9,193,2
3874,2047,54:37.9,193,4
3875,5715,54:37.9,193,2
3876,4600,54:37.9,193,5
3877,3694,54:37.9,193,5
3878,4837,54:37.9,193,3
3879,3472,54:37.9,193,4
3880,4897,54:37.9,194,5
3881,4282,54:37.9,194,4
3882,1548,54:37.9,194,4
3883,606,54:37.9,194,2
3884,1665,54:37.9,194,3
3885,4269,54:37.9,194,5
3886,4156,54:37.9,194,4
3887,4223,54:37.9,194,3
3888,1151,54:37.9,194,3
3889,3853,54:37.9,194,3
3890,1891,54:37.9,194,2
3891,4959,54:37.9,194,3
3892,4030,54:37.9,194,2
3893,4661,54:37.9,194,1
3894,4491,54:37.9,194,1
3895,3379,54:37.9,194,5
3896,995,54:37.9,194,4
3897,3078,54:37.9,194,3
3898,846,54:37.9,194,4
3899,5765,54:37.9,194,5
3900,1755,54:37.9,195,1
3901,4836,54:37.9,195,5
3902,433,54:37.9,195,2
3903,922,54:37.9,195,4
3904,3456,54:37.9,195,3
3905,820,54:37.9,195,1
3906,1935,54:37.9,195,1
3907,1477,54:37.9,195,4
3908,1666,54:37.9,195,1
3909,3830,54:37.9,195,5
3910,4217,54:37.9,195,4
3911,3147,54:37.9,195,4
3912,1570,54:37.9,195,4
3913,1280,54:37.9,195,1
3914,5218,54:37.9,195,5
3915,1482,54:37.9,195,5
3916,2840,54:37.9,195,1
3917,3715,54:37.9,195,1
3918,736,54:37.9,195,3
3919,2131,54:37.9,195,5
3920,178,54:37.9,196,4
3921,3745,54:37.9,196,5
3922,639,54:37.9,196,1
3923,25,54:37.9,196,2
3924,3005,54:37.9,196,5
3925,4194,54:37.9,196,1
3926,2792,54:37.9,196,4
3927,3733,54:37.9,196,4
3928,2642,54:37.9,196,3
3929,4184,54:37.9,196,3
3930,891,54:37.9,196,3
3931,141,54:37.9,196,5
3932,4151,54:37.9,196,2
3933,3373,54:37.9,196,2
3934,4566,54:37.9,196,2
3935,2091,54:37.9,196,5
3936,5734,54:37.9,196,4
3937,4638,54:37.9,196,3
3938,5098,54:37.9,196,4
3939,4865,54:37.9,196,1
3940,5561,54:37.9,197,4
3941,2778,54:37.9,197,3
3942,1283,54:37.9,197,3
3943,2803,54:37.9,197,1
3944,5445,54:37.9,197,5
3945,2454,54:37.9,197,1
3946,1068,54:37.9,197,5
3947,3861,54:37.9,197,3
3948,4514,54:37.9,197,5
3949,3576,54:37.9,197,1
3950,4793,54:37.9,197,3
3951,5012,54:37.9,197,1
3952,127,54:37.9,197,5
3953,979,54:37.9,197,1
3954,5593,54:37.9,197,3
3955,3016,54:37.9,197,4
3956,2150,54:37.9,197,3
3957,443,54:37.9,197,2
3958,1531,54:37.9,197,3
3959,260,54:37.9,197,4
3960,3928,54:37.9,198,4
3961,1834,54:37.9,198,2
3962,4359,54:37.9,198,4
3963,4464,54:37.9,198,4
3964,2582,54:37.9,198,5
3965,3982,54:37.9,198,5
3966,5798,54:37.9,198,2
3967,1141,54:37.9,198,2
3968,136,54:37.9,198,2
3969,1570,54:37.9,198,2
3970,1327,54:37.9,198,5
3971,5766,54:37.9,198,1
3972,5216,54:37.9,198,1
3973,5428,54:37.9,198,4
3974,3894,54:37.9,198,4
3975,2167,54:37.9,198,1
3976,2476,54:37.9,198,1
3977,1082,54:37.9,198,2
3978,2912,54:37.9,198,4
3979,2889,54:37.9,198,5
3980,162,54:37.9,199,2
3981,4769,54:37.9,199,3
3982,2246,54:37.9,199,5
3983,4279,54:37.9,199,5
3984,3237,54:37.9,199,5
3985,2117,54:37.9,199,5
3986,3263,54:37.9,199,1
3987,3705,54:37.9,199,5
3988,53,54:37.9,199,2
3989,912,54:37.9,199,3
3990,511,54:37.9,199,3
3991,2264,54:37.9,199,1
3992,1448,54:37.9,199,5
3993,1115,54:37.9,199,2
3994,780,54:37.9,199,1
3995,3496,54:37.9,199,4
3996,4152,54:37.9,199,3
3997,250,54:37.9,199,5
3998,3956,54:37.9,199,5
3999,8,54:37.9,199,5
4000,520,54:37.9,200,3
4001,1985,54:37.9,200,3
4002,5773,54:37.9,200,4
4003,3414,54:37.9,200,5
4004,5041,54:37.9,200,1
4005,1063,54:37.9,200,1
4006,4293,54:37.9,200,2
4007,2769,54:37.9,200,1
4008,1816,54:37.9,200,2
4009,5819,54:37.9,200,1
4010,2145,54:37.9,200,4
4011,475,54:37.9,200,2
4012,2871,54:37.9,200,3
4013,913,54:37.9,200,5
4014,3121,54:37.9,200,2
4015,727,54:37.9,200,4
4016,4922,54:37.9,200,5
4017,316,54:37.9,200,1
4018,212,54:37.9,200,4
4019,4538,54:37.9,200,5
4020,813,54:37.9,201,2
4021,4170,54:37.9,201,3
4022,3991,54:37.9,201,5
4023,3541,54:37.9,201,1
4024,3687,54:37.9,201,5
4025,1364,54:37.9,201,5
4026,661,54:37.9,201,5
4027,2703,54:37.9,201,1
4028,5193,54:37.9,201,5
4029,1472,54:37.9,201,1
4030,3622,54:37.9,201,3
4031,4240,54:37.9,201,1
4032,3428,54:37.9,201,4
4033,4490,54:37.9,201,2
4034,1712,54:37.9,201,2
4035,4072,54:37.9,201,3
4036,2156,54:37.9,201,3
4037,3215,54:37.9,201,1
4038,462,54:37.9,201,4
4039,5050,54:37.9,201,4
4040,5469,54:37.9,202,3
4041,645,54:37.9,202,1
4042,3474,54:37.9,202,3
4043,4166,54:37.9,202,1
4044,1145,54:37.9,202,5
4045,5190,54:37.9,202,3
4046,4930,54:37.9,202,1
4047,1094,54:37.9,202,5
4048,1629,54:37.9,202,3
4049,4839,54:37.9,202,1
4050,127,54:37.9,202,5
4051,600,54:37.9,202,4
4052,739,54:37.9,202,2
4053,1172,54:37.9,202,1
4054,3735,54:37.9,202,3
4055,5178,54:37.9,202,1
4056,2847,54:37.9,202,2
4057,3984,54:37.9,202,5
4058,4507,54:37.9,202,3
4059,5657,54:37.9,202,5
4060,5084,54:37.9,203,2
4061,2282,54:37.9,203,2
4062,1501,54:37.9,203,5
4063,4056,54:37.9,203,1
4064,1991,54:37.9,203,1
4065,5154,54:37.9,203,3
4066,3828,54:37.9,203,1
4067,265,54:38.0,203,4
4068,5332,54:38.0,203,2
4069,754,54:38.0,203,1
4070,5354,54:38.0,203,4
4071,1673,54:38.0,203,1
4072,1884,54:38.0,203,5
4073,5642,54:38.0,203,3
4074,5433,54:38.0,203,2
4075,4727,54:38.0,203,4
4076,829,54:38.0,203,1
4077,3224,54:38.0,203,5
4078,5434,54:38.0,203,2
4079,3382,54:38.0,203,5
4080,5017,54:38.0,204,5
4081,1924,54:38.0,204,2
4082,3216,54:38.0,204,4
4083,5345,54:38.0,204,3
4084,3737,54:38.0,204,1
4085,5243,54:38.0,204,1
4086,1527,54:38.0,204,1
4087,4045,54:38.0,204,1
4088,1239,54:38.0,204,5
4089,5433,54:38.0,204,3
4090,2351,54:38.0,204,3
4091,4841,54:38.0,204,5
4092,4232,54:38.0,204,5
4093,3483,54:38.0,204,2
4094,5584,54:38.0,204,1
4095,197,54:38.0,204,5
4096,381,54:38.0,204,5
4097,3034,54:38.0,204,3
4098,2156,54:38.0,204,3
4099,5727,54:38.0,204,5
4100,3769,54:38.0,205,4
4101,475,54:38.0,205,3
4102,4984,54:38.0,205,4
4103,1716,54:38.0,205,2
4104,854,54:38.0,205,4
4105,1276,54:38.0,205,2
4106,5768,54:38.0,205,3
4107,5637,54:38.0,205,1
4108,4595,54:38.0,205,5
4109,3719,54:38.0,205,5
4110,219,54:38.0,205,4
4111,5820,54:38.0,205,4
4112,398,54:38.0,205,5
4113,2109,54:38.0,205,5
4114,3610,54:38.0,205,4
4115,4772,54:38.0,205,5
4116,3271,54:38.0,205,2
4117,3177,54:38.0,205,2
4118,641,54:38.0,205,2
4119,3927,54:38.0,205,2
4120,3439,54:38.0,206,5
4121,1260,54:38.0,206,3
4122,1726,54:38.0,206,1
4123,978,54:38.0,206,2
4124,2348,54:38.0,206,3
4125,3743,54:38.0,206,1
4126,2406,54:38.0,206,4
4127,3196,54:38.0,206,5
4128,4575,54:38.0,206,5
4129,4320,54:38.0,206,4
4130,3146,54:38.0,206,4
4131,5715,54:38.0,206,4
4132,3247,54:38.0,206,4
4133,3346,54:38.0,206,5
4134,1798,54:38.0,206,1
4135,5810,54:38.0,206,1
4136,4431,54:38.0,206,1
4137,4971,54:38.0,206,2
4138,3351,54:38.0,206,4
4139,4511,54:38.0,206,1
4140,4839,54:38.0,207,2
4141,4942,54:38.0,207,3
4142,4063,54:38.0,207,5
4143,1612,54:38.0,207,3
4144,2073,54:38.0,207,5
4145,3999,54:38.0,207,5
4146,877,54:38.0,207,2
4147,1685,54:38.0,207,1
4148,4858,54:38.0,207,4
4149,5497,54:38.0,207,5
4150,5325,54:38.0,207,2
4151,2437,54:38.0,207,2
4152,2563,54:38.0,207,4
4153,5665,54:38.0,207,5
4154,5286,54:38.0,207,4
4155,2545,54:38.0,207,1
4156,465,54:38.0,207,2
4157,1464,54:38.0,207,1
4158,1067,54:38.0,207,5
4159,1857,54:38.0,207,4
4160,2882,54:38.0,208,4
4161,4566,54:38.0,208,1
4162,1311,54:38.0,208,1
4163,5374,54:38.0,208,2
4164,402,54:38.0,208,4
4165,1759,54:38.0,208,4
4166,473,54:38.0,208,1
4167,1012,54:38.0,208,3
4168,520,54:38.0,208,1
4169,4129,54:38.0,208,2
4170,2453,54:38.0,208,3
4171,738,54:38.0,208,5
4172,2841,54:38.0,208,2
4173,2124,54:38.0,208,2
4174,4676,54:38.0,208,3
4175,4978,54:38.0,208,2
4176,5741,54:38.0,208,3
4177,2961,54:38.0,208,1
4178,3995,54:38.0,208,3
4179,2988,54:38.0,208,5
4180,429,54:38.0,209,3
4181,5469,54:38.0,209,4
4182,5820,54:38.0,209,2
4183,3656,54:38.0,209,2
4184,643,54:38.0,209,5
4185,1812,54:38.0,209,2
4186,3265,54:38.0,209,5
4187,5821,54:38.0,209,3
4188,74,54:38.0,209,2
4189,2169,54:38.0,209,1
4190,2815,54:38.0,209,4
4191,1109,54:38.0,209,4
4192,5475,54:38.0,209,1
4193,1894,54:38.0,209,4
4194,1113,54:38.0,209,1
4195,1310,54:38.0,209,3
4196,4424,54:38.0,209,2
4197,30,54:38.0,209,1
4198,4317,54:38.0,209,5
4199,3123,54:38.0,209,2
4200,2868,54:38.0,210,5
4201,3857,54:38.0,210,3
4202,1100,54:38.0,210,3
4203,3931,54:38.0,210,4
4204,2464,54:38.0,210,3
4205,1577,54:38.0,210,3
4206,496,54:38.0,210,3
4207,2006,54:38.0,210,5
4208,1283,54:38.0,210,4
4209,3061,54:38.0,210,1
4210,512,54:38.0,210,3
4211,182,54:38.0,210,4
4212,510,54:38.0,210,4
4213,3599,54:38.0,210,4
4214,2000,54:38.0,210,4
4215,384,54:38.0,210,5
4216,2600,54:38.0,210,3
4217,83,54:38.0,210,5
4218,5315,54:38.0,210,1
4219,3750,54:38.0,210,4
4220,152,54:38.0,211,4
4221,3996,54:38.0,211,2
4222,2493,54:38.0,211,3
4223,2875,54:38.0,211,5
4224,2516,54:38.0,211,1
4225,4435,54:38.0,211,1
4226,4538,54:38.0,211,1
4227,2088,54:38.0,211,1
4228,988,54:38.0,211,4
4229,1186,54:38.0,211,1
4230,4244,54:38.0,211,3
4231,4459,54:38.0,211,4
4232,5116,54:38.0,211,5
4233,1271,54:38.0,211,5
4234,2765,54:38.0,211,2
4235,4383,54:38.0,211,1
4236,3114,54:38.0,211,3
4237,804,54:38.0,211,5
4238,951,54:38.0,211,2
4239,2493,54:38.0,211,3
4240,333,54:38.0,212,5
4241,3009,54:38.0,212,2
4242,5567,54:38.0,212,3
4243,2682,54:38.0,212,1
4244,207,54:38.0,212,3
4245,2335,54:38.0,212,1
4246,829,54:38.0,212,2
4247,1600,54:38.0,212,2
4248,1483,54:38.0,212,1
4249,4638,54:38.0,212,4
4250,2589,54:38.0,212,4
4251,2893,54:38.0,212,5
4252,2664,54:38.0,212,5
4253,3353,54:38.0,212,5
4254,4084,54:38.0,212,3
4255,903,54:38.0,212,5
4256,3296,54:38.0,212,3
4257,5819,54:38.0,212,5
4258,1649,54:38.0,212,3
4259,4087,54:38.0,212,2
4260,5369,54:38.0,213,4
4261,3964,54:38.0,213,3
4262,2048,54:38.0,213,2
4263,5492,54:38.0,213,2
4264,2017,54:38.0,213,1
4265,2238,54:38.0,213,5
4266,5106,54:38.0,213,2
4267,775,54:38.0,213,5
4268,5399,54:38.0,213,3
4269,3587,54:38.0,213,4
4270,5191,54:38.0,213,1
4271,1729,54:38.0,213,1
4272,718,54:38.0,213,1
4273,3457,54:38.0,213,1
4274,5491,54:38.0,213,1
4275,3870,54:38.0,213,4
4276,2549,54:38.0,213,1
4277,498,54:38.0,213,3
4278,572,54:38.0,213,3
4279,5303,54:38.0,213,3
4280,1038,54:38.0,214,2
4281,3445,54:38.0,214,5
4282,4678,54:38.0,214,3
4283,1810,54:38.0,214,1
4284,1245,54:38.0,214,2
4285,3632,54:38.0,214,5
4286,2503,54:38.0,214,1
4287,3714,54:38.0,214,5
4288,2721,54:38.0,214,4
4289,5196,54:38.0,214,1
4290,1787,54:38.0,214,3
4291,1365,54:38.0,214,5
4292,4142,54:38.0,214,2
4293,4930,54:38.0,214,4
4294,2963,54:38.0,214,3
4295,4579,54:38.0,214,3
4296,2237,54:38.0,214,4
4297,3062,54:38.0,214,1
4298,624,54:38.0,214,2
4299,126,54:38.0,214,5
4300,434,54:38.0,215,3
4301,1672,54:38.0,215,4
4302,245,54:38.0,215,5
4303,4079,54:38.0,215,4
4304,2811,54:38.0,215,4
4305,1803,54:38.0,215,2
4306,5529,54:38.0,215,3
4307,2565,54:38.0,215,1
4308,2682,54:38.0,215,1
4309,4034,54:38.0,215,2
4310,5630,54:38.0,215,4
4311,2779,54:38.0,215,3
4312,4558,54:38.0,215,1
4313,1398,54:38.0,215,2
4314,135,54:38.0,215,3
4315,4549,54:38.0,215,2
4316,751,54:38.0,215,3
4317,1707,54:38.0,215,3
4318,3997,54:38.0,215,3
4319,1034,54:38.0,215,1
4320,1759,54:38.0,216,3
4321,2211,54:38.0,216,5
4322,3960,54:38.0,216,1
4323,5591,54:38.0,216,4
4324,2808,54:38.0,216,5
4325,5085,54:38.0,216,4
4326,3417,54:38.0,216,1
4327,3331,54:38.0,216,1
4328,754,54:38.0,216,1
4329,1733,54:38.0,216,2
4330,5794,54:38.0,216,2
4331,2586,54:38.0,216,3
4332,4333,54:38.0,216,2
4333,1234,54:38.0,216,2
4334,128,54:38.0,216,3
4335,1093,54:38.0,216,3
4336,5146,54:38.0,216,5
4337,2519,54:38.0,216,2
4338,917,54:38.0,216,5
4339,190,54:38.0,216,3
4340,2243,54:38.0,217,5
4341,2039,54:38.0,217,4
4342,5303,54:38.0,217,3
4343,3624,54:38.0,217,5
4344,4431,54:38.0,217,5
4345,5058,54:38.0,217,4
4346,1519,54:38.0,217,2
4347,1011,54:38.0,217,5
4348,5401,54:38.0,217,2
4349,4699,54:38.0,217,3
4350,3465,54:38.0,217,4
4351,1150,54:38.0,217,3
4352,5638,54:38.0,217,4
4353,999,54:38.0,217,1
4354,4426,54:38.0,217,2
4355,276,54:38.0,217,2
4356,2388,54:38.0,217,1
4357,207,54:38.0,217,5
4358,384,54:38.0,217,5
4359,3159,54:38.0,217,5
4360,1799,54:38.0,218,5
4361,5292,54:38.0,218,1
4362,1337,54:38.0,218,3
4363,1995,54:38.0,218,3
4364,778,54:38.0,218,3
4365,3425,54:38.0,218,2
4366,1769,54:38.0,218,1
4367,172,54:38.0,218,2
4368,4222,54:38.0,218,1
4369,3161,54:38.0,218,4
4370,2491,54:38.0,218,4
4371,2124,54:38.0,218,5
4372,287,54:38.0,218,2
4373,3622,54:38.0,218,4
4374,2457,54:38.0,218,5
4375,134,54:38.0,218,3
4376,5264,54:38.0,218,1
4377,5354,54:38.0,218,3
4378,219,54:38.0,218,5
4379,5066,54:38.0,218,1
4380,5518,54:38.0,219,4
4381,3873,54:38.0,219,4
4382,1051,54:38.0,219,2
4383,2719,54:38.0,219,2
4384,3471,54:38.0,219,4
4385,5447,54:38.0,219,3
4386,5809,54:38.0,219,4
4387,1517,54:38.0,219,1
4388,2284,54:38.0,219,2
4389,260,54:38.0,219,1
4390,3325,54:38.0,219,5
4391,1832,54:38.0,219,4
4392,5037,54:38.0,219,3
4393,3129,54:38.0,219,3
4394,506,54:38.0,219,3
4395,1708,54:38.0,219,3
4396,5372,54:38.0,219,3
4397,5262,54:38.0,219,2
4398,2821,54:38.0,219,5
4399,840,54:38.0,219,1
4400,2226,54:38.0,220,3
4401,4622,54:38.0,220,1
4402,1027,54:38.0,220,5
4403,5545,54:38.0,220,1
4404,5728,54:38.0,220,5
4405,5769,54:38.0,220,5
4406,3671,54:38.0,220,4
4407,3298,54:38.0,220,3
4408,286,54:38.0,220,1
4409,3100,54:38.0,220,2
4410,959,54:38.0,220,3
4411,564,54:38.0,220,3
4412,2564,54:38.1,220,2
4413,3952,54:38.1,220,5
4414,4608,54:38.1,220,2
4415,767,54:38.1,220,1
4416,1861,54:38.1,220,1
4417,2642,54:38.1,220,1
4418,1259,54:38.1,220,5
4419,2182,54:38.1,220,4
4420,5501,54:38.1,221,1
4421,2129,54:38.1,221,4
4422,1532,54:38.1,221,2
4423,957,54:38.1,221,3
4424,516,54:38.1,221,2
4425,5730,54:38.1,221,4
4426,344,54:38.1,221,4
4427,5663,54:38.1,221,1
4428,3325,54:38.1,221,4
4429,3254,54:38.1,221,3
4430,1207,54:38.1,221,2
4431,4199,54:38.1,221,1
4432,5547,54:38.1,221,5
4433,3749,54:38.1,221,3
4434,472,54:38.1,221,1
4435,2472,54:38.1,221,3
4436,3760,54:38.1,221,5
4437,3655,54:38.1,221,2
4438,2081,54:38.1,221,3
4439,5005,54:38.1,221,1
4440,1695,54:38.1,222,3
4441,4983,54:38.1,222,4
4442,2084,54:38.1,222,3
4443,2566,54:38.1,222,3
4444,2263,54:38.1,222,1
4445,1802,54:38.1,222,3
4446,4430,54:38.1,222,2
4447,4492,54:38.1,222,4
4448,4506,54:38.1,222,2
4449,1880,54:38.1,222,5
4450,2105,54:38.1,222,3
4451,2599,54:38.1,222,4
4452,1078,54:38.1,222,5
4453,4368,54:38.1,222,2
4454,3151,54:38.1,222,3
4455,3329,54:38.1,222,5
4456,1038,54:38.1,222,1
4457,354,54:38.1,222,3
4458,4865,54:38.1,222,4
4459,353,54:38.1,222,4
4460,557,54:38.1,223,2
4461,406,54:38.1,223,2
4462,532,54:38.1,223,1
4463,3652,54:38.1,223,4
4464,2328,54:38.1,223,1
4465,4878,54:38.1,223,4
4466,5366,54:38.1,223,3
4467,2017,54:38.1,223,2
4468,4356,54:38.1,223,1
4469,3756,54:38.1,223,4
4470,877,54:38.1,223,1
4471,3823,54:38.1,223,5
4472,4708,54:38.1,223,3
4473,5168,54:38.1,223,4
4474,2914,54:38.1,223,2
4475,3591,54:38.1,223,5
4476,1733,54:38.1,223,3
4477,5416,54:38.1,223,5
4478,5038,54:38.1,223,2
